"_cached_page_id","_template","_type","announced_date","battery","camera","current_status","dimensions","display_inches","image","is_Touch","memory","os","phone_model","processor","ram","released_date","resolution","url","weight"
"b432cfc1d3ae751aca7cfb76ad3ba20edbf1ec04","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Oct 22, 2015","","5 megapixels","Released"," 5.35 x 2.67 x 0.39 inches"," 4.5 inches","http://i-cdn.phonearena.com/images/phones/57503-specs/Huawei-Y5.jpg"," Multi-touch",""," Android (5.1) Emotion 3.1 Lite UI","Huawei Y5"," Quad-core, 1100 MHz, ARM Cortex-A7","1024 MB ","1435708800000"," 480 x 854 pixels","http://www.phonearena.com/phones/Huawei-Y5_id9770","142 g"
"e3bc5facbb03dd85507dea57392e0819b3423882","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 26, 2012","","8 megapixels","Released"," 5.15 x 2.56 x 0.31 inches"," 4.3 inches","http://i-cdn.phonearena.com/images/phones/35109-specs/HTC-One-S.jpg"," Multi-touch","16 GB"," Android (4.1.1, 4.0.4, 4.0.3) Sense 4.1 UI","HTC One S"," Dual-core, 1500 MHz, Krait","1024 MB ","1333065600000"," 540 x 960 pixels","http://www.phonearena.com/phones/HTC-One-S_id6579","120 g"
"0e9104992bafe67ae3270c9afa485b7f9f40fb86","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jan 10, 2012","","12.1 megapixels",""," 5.04 x 2.52 x 0.42 inches"," 4.3 inches","http://i-cdn.phonearena.com/images/phones/34449-specs/Sony-Xperia-S.jpg"," Multi-touch",""," Android (4.1, 4.0.4, 2.3.7, 2.3.5)","Sony Xperia S"," Dual-core, 1500 MHz","1024 MB ","null"," 720 x 1280 pixels","http://www.phonearena.com/phones/Sony-Xperia-S_id6220","144 g"
"970ffd371a0af048b88f0cb2206af125460f49ce","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 23, 2012","","8 megapixels","Released"," 5.21 x 2.68 x 0.35 inches"," 4.7 inches","http://i-cdn.phonearena.com/images/phones/35145-specs/LG-Optimus-4X-HD.jpg"," Multi-touch","16 GB"," Android (4.1, 4.0.3) Optimus UI","LG Optimus 4X HD"," Quad-core, 1500 MHz, ARM Cortex-A9","1024 MB ","1339372800000"," 720 x 1280 pixels","http://www.phonearena.com/phones/LG-Optimus-4X-HD_id6848","141 g"
"a22bc14c50bd401592b8a44b8c66ed33893c70db","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jan  9, 2007","","","Released"," 4.50 x 2.40 x 0.46 inches","","http://i-cdn.phonearena.com/images/phones/9090-specs/Apple-iPhone.jpg","",""," iOS (3.x, 2.x, 1.x)","Apple iPhone","","","1183075200000","","http://www.phonearena.com/phones/Apple-iPhone_id1886","135 g"
"94bd345cde51e34591c982aeb3ef659aad247aa1","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jan  5, 2011","","",""," 9.80 x 6.61 x 0.51 inches"," 10.1 inches","http://i-cdn.phonearena.com/images/phones/25548-specs/Motorola-XOOM-CDMA.jpg","",""," Android (4.0, 3.0)","Motorola XOOM CDMA","","","null","","http://www.phonearena.com/phones/Motorola-XOOM-CDMA_id5123","730 g"
"3310162edbef86aeccf0f28ddb18cfcd3127ad31","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 28, 2011","","","Released"," 7.48 x 4.72 x 0.45 inches"," 7.0 inches","http://i-cdn.phonearena.com/images/phones/31744-specs/Amazon-Kindle-Fire.jpg","",""," Android (2.3)","Amazon Kindle Fire","","","1321315200000"," 1024 x 600 pixels","http://www.phonearena.com/phones/Amazon-Kindle-Fire_id6185","413 g"
"e7763114f101e38924d42538d4b8f40f5d93c4ba","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep  6, 2012","","","Released"," 9.4 x 6.4 x 0.35 inches","","http://i-cdn.phonearena.com/images/phones/37969-specs/Amazon-Kindle-Fire-HD-8.9-4G-LTE.jpg","",""," Android (4.0)","Amazon Kindle Fire HD 8.9 4G LTE","","","1353369600000","","http://www.phonearena.com/phones/Amazon-Kindle-Fire-HD-8.9-4G-LTE_id7491","575 g"
"7e5b2263cb15a24445c0c9ac290ae01e341b1d60","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 19, 2012","","8 megapixels","Released"," 5.94 x 3.17 x 0.37 inches"," 5.5 inches","http://i-cdn.phonearena.com/images/phones/38014-specs/Samsung-GALAXY-Note-II-Verizon.jpg"," Multi-touch","16 GB"," Android (4.4.2, 4.1)","Samsung GALAXY Note II Verizon"," Quad-core, 1600 MHz, ARM Cortex-A9","2048 MB ","1353974400000"," 720 x 1280 pixels","http://www.phonearena.com/phones/Samsung-GALAXY-Note-II-Verizon_id7494","182 g"
"bdf0fc6e5e9c34ba39e4e6bb2b5dfb127b6a53d7","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 19, 2012","","","Released","","","http://i-cdn.phonearena.com/images/phones/38007-specs/Samsung-GALAXY-Note-II-AT-T.jpg","",""," Android (4.3, 4.1.2, 4.1)","Samsung GALAXY Note II AT&T","","","1352419200000","","http://www.phonearena.com/phones/Samsung-GALAXY-Note-II-AT-T_id7500",""
"227bfd873f9edc67fcb390ca8b0aec29976af1f8","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 19, 2012","","8 megapixels","Released"," 5.94 x 3.17 x 0.37 inches"," 5.5 inches","http://i-cdn.phonearena.com/images/phones/38009-specs/Samsung-GALAXY-Note-II-Sprint.jpg"," Multi-touch",""," Android (4.1)","Samsung GALAXY Note II Sprint"," Quad-core, 1600 MHz, ARM Cortex-A9","2048 MB ","1351123200000"," 720 x 1280 pixels","http://www.phonearena.com/phones/Samsung-GALAXY-Note-II-Sprint_id7501","180 g"
"8886608f98799d2f3997176b352d04c9f0779b2e","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 19, 2012","","8 megapixels","Released"," 5.94 x 3.16 x 0.37 inches"," 5.5 inches","http://i-cdn.phonearena.com/images/phones/38011-specs/Samsung-GALAXY-Note-II-T-Mobile.jpg"," Multi-touch","16 GB"," Android (4.1)","Samsung GALAXY Note II T-Mobile"," Quad-core, 1600 MHz, ARM Cortex-A9","2048 MB ","1351036800000"," 720 x 1280 pixels","http://www.phonearena.com/phones/Samsung-GALAXY-Note-II-T-Mobile_id7502","180 g"
"55d9eb8cf2941ed34aabf7347501bb55d875695a","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 19, 2012","","8 megapixels","Released"," 5.94 x 3.17 x 0.37 inches"," 5.5 inches","http://i-cdn.phonearena.com/images/phones/38604-specs/Samsung-GALAXY-Note-II-US-Cellular.jpg"," Multi-touch","16 GB"," Android (4.1)","Samsung GALAXY Note II US Cellular"," Quad-core, 1600 MHz, ARM Cortex-A9","2048 MB ","1351209600000"," 720 x 1280 pixels","http://www.phonearena.com/phones/Samsung-GALAXY-Note-II-US-Cellular_id7550","182 g"
"26716106b70dceaaa925928c0089edd8fa8aba24","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep  6, 2012","","1.3 megapixels","Released"," 7.6 x 5.4 x 0.4 inches"," 7.0 inches","http://i-cdn.phonearena.com/images/phones/37960-specs/Amazon-Kindle-Fire-HD.jpg"," Multi-touch",""," Android (4.0)","Amazon Kindle Fire HD","","","1347580800000"," 1280 x 800 pixels","http://www.phonearena.com/phones/Amazon-Kindle-Fire-HD_id7490","395 g"
"931059f908c60519aac4c2e9c73a2ca0126fcf6f","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep  6, 2012","","","Released"," 7.44 x 4.72 x 0.45 inches"," 7.0 inches","http://i-cdn.phonearena.com/images/phones/37975-specs/Amazon-Kindle-Fire-2.jpg","",""," Android (4.0)","Amazon Kindle Fire 2"," Dual-core, 1200 MHz, ARM Cortex-A9","1024 MB ","1347580800000"," 1024 x 600 pixels","http://www.phonearena.com/phones/Amazon-Kindle-Fire-2_id7489","400 g"
"e695e2da19c6ed21ab4de7210dd3d1de05e23323","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep  6, 2012","","1.3 megapixels","Released"," 9.4 x 6.4 x 0.35 inches"," 8.9 inches","http://i-cdn.phonearena.com/images/phones/37963-specs/Amazon-Kindle-Fire-HD-8.9.jpg"," Multi-touch",""," Android (4.0)","Amazon Kindle Fire HD 8.9","","","1353369600000"," 1920 x 1200 pixels","http://www.phonearena.com/phones/Amazon-Kindle-Fire-HD-8.9_id7488","567 g"
